동주동물병원,경기,031-455-7588,"경기도 안양시 동안구 호계동 873번지 덕유파크 123호, 215호","경기도 안양시 동안구 경수대로 428 (호계동, 덕유파크 123호, 215호)",평일 10:00~19:30 주간진료 | 매일 12:30~13:30 점심시간 | 토요일 10:00~18:00 | 주말 10:00~18:00
쇼독동물병원,경기,031-465-0907,경기도 안양시 동안구 비산동 580-2 2층,"경기도 안양시 동안구 경수대로 833, 2층 (비산동)",매일 10:00~20:00 일요일 휴무.
우리동물병원,경기,031-465-3375,경기도 안양시 동안구 비산동 515-2 자이아이파크 상가동 205호,"경기도 안양시 동안구 비산로 18, 자이아이파크 상가동 205호 (비산동)",평일 00:00~24:00 | 주말 00:00~24:00
비타민동물메디컬센터,경기,031-465-7582,"경기도 안양시 동안구 비산동 1052-3 1,2층","경기도 안양시 동안구 관악대로 267, 1,2층 (비산동)",매일 00:00~24:00 연중무휴
안양동물병원,경기,031-466-0075,경기도 안양시 만안구 안양동 695-94 1층 안양동물병원,"경기도 안양시 만안구 안양로 347, 1층 (안양동, 안양동물병원)",평일 09:00~22:00 | 토요일 09:00~21:00 | 일요일 10:00~19:00
이윤권양한방동물병원,경기,031-469-7581,경기도 안양시 만안구 안양동 693-1번지,경기도 안양시 만안구 안양로 355 (안양동),평일 10:00~19:00 전화상담예약가능 | 공휴일 휴무 | 목요일 14:00~19:00 전화상담예약가능 | 토요일 10:00~19:00 전화상담예약가능 | 일요일 휴무 전화상담예약가능
석수동물병원,경기,031-473-1275,경기도 안양시 만안구 석수동 417-3번지 석수두산위브아파트 상가동 2동 104호,"경기도 안양시 만안구 연현로 109, 2동 104호 (석수동, 석수두산위브아파트 상가동)","매일 12:30~14:00 점심시간 | 일요일 휴무 | 평일 10:00~19:00 화요일, 금요일은 18:30까지 입니다 | 주말 10:00~17:00 | 공휴일 10:00~17:00 명절은 대체 공휴일 제외하고 휴무입니다"
24시마음든든동물병원,경기,031-474-2475,경기도 안양시 만안구 석수동 168-27,"경기도 안양시 만안구 경수대로 1234, 3층 301호 (석수동, 관악센터)",매일 00:00~24:00 야간시간 21:30~ 다음날 9:30
김인천동물병원,경기,031-477-7275,경기도 안양시 동안구 호계동 801-4번지 영풍주상복합아파트상가 114호,"경기도 안양시 동안구 경수대로 472 (호계동, 영풍주상복합아파트상가 114호)","매일 09:30~20:00 | 토요일 09:30~18:00 일요일, 공휴일 휴진"
목감동물병원,경기,031-482-7585,경기도 시흥시 조남동 169-45번지,경기도 시흥시 동서로 1064 (조남동),평일 09:30~20:00 (토요일포함) (점심시간 1:00 - 2:00 ; 문 닫혀있습니다.) | 수요일 휴무 | 일요일 09:30~18:00
24시위드동물병원(정왕동동물의료센터),경기,031-488-8075,경기도 시흥시 정왕동 1734-7번지 제일프라자 107호,"경기도 시흥시 정왕대로 230, 1층 107호 (정왕동, 제일프라자)",
내친구동물병원,경기,031-497-4479,경기도 시흥시 정왕동 2515 배곧프라자,"경기도 시흥시 서울대학로278번길 19-14, 배곧프라자 1층 115호 (정왕동)",금요일 10:00~20:00 | 수요일 10:00~20:00 | 월요일 10:00~20:00 | 목요일 10:00~21:00 | 화요일 10:00~21:00 | 토요일 10:00~18:00 | 공휴일 휴무 | 일요일 휴무
정다운동물병원,경기,031-498-7582,경기도 시흥시 정왕동 1731-1번지 105호,"경기도 시흥시 중심상가로 146, 105호 (정왕동, 한일프라자)","평일 10:00~21:00 월,목 | 평일 10:00~19:00 화,수,금 | 토요일 10:00~18:00 | 일요일 휴무 | 매일 12:00~13:00 점심시간"
애니온동물병원,경기,031-499-7991,경기도 시흥시 정왕동 1729-2,"경기도 시흥시 군자천로 335, 2층 201,202호 (정왕동)",매일 10:00~20:00 진료시간 | 매일 10:00~21:00 점심시간 오후 1시-2시
배곧동물병원,경기,031-503-6611,경기도 시흥시 정왕동 2514 131호,"경기도 시흥시 배곧3로 96, 131호 (정왕동, M-플러스)",매일 09:00~21:30 연중무휴
목감시티동물병원,경기,031-504-7559,경기도 시흥시 조남동 707-1,"경기도 시흥시 목감둘레로 253-24, 110호 (조남동)",평일 09:30~20:00 (토요일포함) (점심시간 1:00 - 2:00 ; 문 닫혀있습니다.) | 수요일 휴무 | 일요일 09:30~18:00
시화종합동물병원,경기,031-507-0082,"경기도 시흥시 정왕동 1861-2번지 메가쇼핑몰(108,109호)","경기도 시흥시 정왕대로 64 (정왕동,메가쇼핑몰(108,109호))",매일 10:00~19:30 토요일. 10:00~16:00...일요일.공휴일휴무(대체공휴일10:00~17:00)
굿모닝동물병원,경기,031-508-0555,경기도 시흥시 거모동 1757-7번지,경기도 시흥시 군자로 511 (거모동),매일 10:00~20:00 (토요일도 동일) | 일요일 휴무 평일 공휴일: AM11:00 - PM7:00
위너스동물의료센터,경기,031-511-7582,경기도 남양주시 호평동 174-10 201호,"경기도 남양주시 호평로45번길 28, 2층 201호 (호평동)",매일 00:00~24:00
24시 더케어 동물의료센터,경기,031-516-8585,경기도 구리시 수택동 561-2,"경기도 구리시 경춘로 294, 1층-3층 (수택동)",매일 00:00~24:00 ※오전 9시~10시 회진 및 인수인계
웰니스동물병원 스타필드 고양,경기,031-5173-1487,경기도 고양시 덕양구 동산동 370 스타필드 고양 1100호,"경기도 고양시 덕양구 고양대로 1955, 스타필드 고양 1층 1100호 (동산동)","매일 10:30~20:30 매주 수요일 진료 휴무, 심장사상충약, 외부기생충약 구매, 처방사료 문의 등 일반 문의는 가능합니다. 추가 휴무시 따로공지, 점심시간(오후1시~2시)"
하일동물병원,경기,031-522-5107,경기도 구리시 수택동 370-5,"경기도 구리시 경춘로 200, 205호 (수택동)",
하랑동물의료센터,경기,031-522-6767,경기도 남양주시 다산동 3136-2,"경기도 남양주시 경춘로 470, 1,2층 (다산동)",매일 00:00~24:00 | 매일 13:00~14:00 회진시간(응급진료만 가능)
팝애니랩,경기,031-523-2731,경기도 남양주시 별내동 974,"경기도 남양주시 순화궁로 282, 에이스하이엔드타워 112호 (별내동)",
동물자유연대 부속 동물병원,경기,031-523-3013,경기도 남양주시 화도읍 답내리 148-2,경기도 남양주시 화도읍 경춘로2394번길 53,
24시 위드힐동물메디컬센터,경기,031-523-3256,경기도 남양주시 별내동 931 e드림타워,"경기도 남양주시 두물로11번길 42, e드림타워 2층 (별내동)",매일 00:00~24:00
다산숲동물메디컬센터&동물행동클리닉,경기,031-523-3475,경기도 남양주시 다산동 6100,"경기도 남양주시 다산순환로 397-79, 1층 (다산동)",
눈이튼튼 동물병원,경기,031-526-7333,경기도 수원시 팔달구 인계동 1114-10 인송빌딩,"경기도 수원시 팔달구 권광로 208, 인송빌딩 2층 205호 (인계동)",
스타동물병원,경기,031-528-8575,경기도 남양주시 별내동 1008-202번지,"경기도 남양주시 별내2로 64, 202호 (별내동)","금요일 10:00~20:00 | 목요일 10:00~20:00 | 수요일 10:00~20:00 | 화요일 10:00~20:00 | 월요일 10:00~20:00 | 토요일 10:00~15:00 토요일은 점심시간 없이 진료합니다 | 일요일 휴무 | 공휴일 10:00~15:00 설날,추석 연휴 휴진입니다"
갈매동물병원,기타,031-529-5088,,"경기도 구리시 갈매중앙로 70, 202호 (갈매동, 이룸넘버원리치안)","평일 10:00~20:00 (19:30 접수마감), 토요일 및 공휴일 10:00 - 17:00 (16:30 접수마감), 매주 일요일 휴무"
라임동물병원,경기,031-533-5065,경기도 포천시 신북면 만세교리 325-6번지,경기도 포천시 신북면 호국로 2258,평일 09:30~21:00 진료 저녁 8시반까지 | 토요일 09:30~19:00 진료 저녁 6시반까지 | 일요일 09:30~19:00 진료는 쉽니다. | 매일 12:30~13:30 점심시간
포천동물병원,경기,031-535-2978,경기도 포천시 신읍동 202-4번지,경기도 포천시 중앙로 170 (신읍동),평일 10:00~20:00 | 토요일 10:00~19:30 | 공휴일 10:00~19:30 | 일요일 휴무
누리팜동물병원,경기,031-535-8037,경기도 포천시 신북면 기지리 818-12,경기도 포천시 신북면 호국로 2013,평일 09:30~17:30 | 일요일 휴무 | 토요일 09:30~15:30 격주 휴무
우리동물병원,경기,031-536-0229,경기도 포천시 신읍동 70번지,경기도 포천시 중앙로 50 (신읍동),평일 00:00~24:00 | 주말 00:00~24:00
포천대신동물병원,경기,031-536-7589,경기도 포천시 신읍동 202-4,경기도 포천시 중앙로 170 (신읍동),
사랑종합동물병원,경기,031-544-0275,경기도 포천시 소흘읍 송우리 93-7번지,경기도 포천시 소흘읍 솔모루로 118,평일 10:00~19:00 점심&수술시간 12:30~14:30 | 토요일 10:00~17:00 점심&수술시간 12:30~14:30 | 일요일 휴무 | 공휴일 휴무
24시 블레스동물메디컬센터,경기,031-546-0942,경기도 용인시 기흥구 중동 851-2번지,"경기도 용인시 기흥구 동백3로11번길 9, 201호 (중동)",매일 00:00~24:00 365일 연중무휴
용인죽전 24시 스카이동물메디컬센터,경기,031-546-5975,경기도 용인시 수지구 죽전동 899-8 SK엔크린주유소,"경기도 용인시 수지구 용구대로 2748, SK엔크린주유소 (죽전동)",매일 00:00~24:00
맘동물병원,경기,031-548-1175,경기도 수원시 영통구 이의동 1332 Summit place 광교 cb12호,"경기도 수원시 영통구 센트럴타운로 85, cb12호 (이의동, Summit place 광교)",토요일 09:30~19:30 점심시간 1시~2시 | 금요일 09:30~19:30 점심시간 1시~2시 | 수요일 09:30~19:30 점심시간 1시~2시 | 화요일 09:30~19:30 점심시간 1시~2시 | 월요일 09:30~19:30 점심시간 1시~2시 | 공휴일 10:00~17:30 점심시간 12시~1시 | 일요일 10:00~17:30 점심시간 12시~1시 | 목요일 휴무
24시 숨 동물병원,경기,031-548-2475,경기도 수원시 권선구 권선동 1022-7,"경기도 수원시 권선구 권선로 715, 1층 (권선동)",매일 00:00~24:00 연중무휴
용인도담동물병원,경기,031-548-2526,경기도 용인시 기흥구 동백동 605-11번지,경기도 용인시 기흥구 평촌1로2번길 6 (동백동),평일 10:00~19:30 진료 접수 마감은 7시까지 | 공휴일 10:00~05:00 진료 접수 마감은 4시 30분까지
채움동물병원,경기,031-548-2582,경기도 수원시 영통구 망포동 47-12 영통 플래티넘베이스 비 204호,"경기도 수원시 영통구 동탄지성로 550-24, 영통 플래티넘베이스 비 204호 (망포동)",평일 09:30~20:00 진료는 오전10시부터이고 진료접수는 마감전 30분전까지입니다. | 토요일 09:30~17:00 점심시간 12:30~1:30 | 일요일 휴무
어울림동물병원,경기,031-548-2911,경기도 용인시 수지구 신봉동 955-1번지,"경기도 용인시 수지구 신봉2로 115-46, 1층 (신봉동)",평일 10:00~19:00 오전진료(10시 - 12시30분) | 토요일 10:00~17:00 오전진료(10시 - 12시30분) | 일요일 휴무 | 공휴일 휴무
다산 봄 동물병원,경기,031-551-1175,"경기도 남양주시 다산동 6217-3 다산지금지구 근생7-3, 7-4","경기도 남양주시 다산지금로 136, 푸리마타워 2층 205호 (다산동)",평일 10:00~19:00 점심시간 13:00~14:00 | 토요일 10:00~18:00 | 일요일 휴무 | 공휴일 10:00~18:00 | 목요일 10:00~21:00
마석동물병원,기타,031-551-8275,,경기도 남양주시 화도읍 마석로 90,일요일 휴무 일요일 휴무 | 매일 10:00~19:00
탑 동물병원,경기,031-553-7585,경기도 남양주시 도농동 435번지 부영사랑으로7단지아파트 상가동 101호,"경기도 남양주시 도농로 71 (도농동, 부영사랑으로7단지아파트)",일요일 10:00~18:00 | 월요일 휴무 | 토요일 10:00~19:00 | 금요일 10:00~19:30 | 목요일 10:00~19:30 | 수요일 10:00~19:30 | 화요일 10:00~19:30
친구가 될 동물병원,경기,031-555-0421,경기도 남양주시 다산동 6089-2 다산진건지구 업무1-3,"경기도 남양주시 다산중앙로 113, 라페온빌 1층 112호 (다산동)",평일 10:00~20:00 | 토요일 10:00~18:00 | 공휴일 10:00~18:00 | 일요일 휴무 | 목요일 10:00~22:00 야간진료 | 매일 13:00~14:00 점심시간
시티종합동물병원,경기,031-555-7588,경기도 구리시 교문동 764-10,경기도 구리시 이문안로 15 (교문동),평일 09:00~20:00 | 토요일 09:00~17:00
구리동물병원,경기,031-557-9009,경기도 구리시 수택동 424-28번지 현주Ifriend빌딩,"경기도 구리시 검배로 36, 현주Ifriend빌딩 101호 (수택동)",매일 00:00~24:00 ※오전 9시~10시 회진 및 인수인계
가람동물병원,경기,031-558-7582,경기도 구리시 인창동 346-40번지,경기도 구리시 건원대로 41 (인창동),평일 10:00~20:00 점심시간 13:00-14:00 | 공휴일 10:00~17:00 | 토요일 10:00~17:00
래플즈 동물병원,경기,031-563-7582,경기도 구리시 인창동 408-28,경기도 구리시 동구릉로 120 (인창동),평일 10:00~21:00 진료는 7시까지 접수해주세요. | 토요일 10:00~21:00 진료는 7시까지 접수해주세요. | 일요일 11:00~18:30 진료는 6시까지 접수해주세요.
아마존동물병원,경기,031-564-0075,경기도 구리시 교문동 270-2,경기도 구리시 경춘로 128 (교문동),평일 09:00~18:00 일요일 휴무
웰니스 동물병원,경기,031-565-5275,경기도 구리시 인창동 430 구리유통종합상가,"경기도 구리시 동구릉로136번길 57, 엘마트 구리점 2층 (인창동)","매일 10:00~21:30 (매월 2,4째 일요일 휴무)"
부영 동물병원,경기,031-565-7582,경기도 남양주시 다산동 6060 리더스퀘어 604호,"경기도 남양주시 다산중앙로123번길 22-8, 리더스퀘어 604호 (다산동)",일요일 휴무 | 평일 11:00~18:00 점심시간 13:00~14:00 | 공휴일 휴무 | 토요일 11:00~15:00 점심시간 13:00~14:00
프라임동물병원,경기,031-566-2475,경기도 구리시 수택동 874-1,"경기도 구리시 장자대로 76 (수택동, 이우프라자)",평일 09:30~19:00 점심 및 수술시간 : 12:00~14:00 | 토요일 09:30~17:00 점심 및 수술시간 : 12:00~14:00 | 일요일 휴무 | 공휴일 휴무
토평동물병원,경기,031-566-5800,경기도 구리시 수택동 874-3,"경기도 구리시 장자대로 80, 2층 (수택동)",평일 10:00~19:00 | 공휴일 10:00~17:00 | 토요일 10:00~17:00 공휴일 동일 | 일요일 휴무
애니케어동물병원,경기,031-567-7589,경기도 구리시 토평동 617-3번지,경기도 구리시 벌말로 104 (토평동),평일 10:00~19:00 | 공휴일 10:00~17:00 | 토요일 10:00~17:00 공휴일 동일 | 일요일 휴무
내친구동물병원,경기,031-568-0075,경기도 구리시 수택동 660-7번지,경기도 구리시 이문안로 105 (수택동),금요일 10:00~20:00 | 수요일 10:00~20:00 | 월요일 10:00~20:00 | 목요일 10:00~21:00 | 화요일 10:00~21:00 | 토요일 10:00~18:00 | 공휴일 휴무 | 일요일 휴무
오블리 동물병원,경기,031-568-8275,경기도 구리시 토평동 965번지 우신빌딩 1층,"경기도 구리시 이문안로 138 (토평동,우신빌딩 1층)",금요일 09:00~20:00 | 목요일 09:00~20:00 | 수요일 09:00~20:00 | 화요일 09:00~20:00 | 월요일 09:00~20:00 | 토요일 09:00~18:00 | 공휴일 10:00~16:00 | 일요일 10:00~16:00
안심 동물의료센터,경기,031-569-8875,경기도 구리시 수택동 504-2 대벌부페,"경기도 구리시 검배로 61, 1층 (수택동)",평일 10:00~22:00 | 토요일 10:00~20:00 | 일요일 14:00~19:00 예약진료
보드미동물병원,기타,031-572-7571,,경기도 구리시 갈매중앙로55번길 107 (갈매동),매일 12:30~13:30 점심시간 | 일요일 13:30~16:00 | 평일 09:30~18:30 | 공휴일 09:30~16:30 | 수요일 09:30~20:00 | 토요일 09:30~16:30
오남동물병원,경기,031-575-7598,경기도 남양주시 오남읍 양지리 498-5번지,경기도 남양주시 오남읍 진건오남로 865,"공휴일 18:30~18:00 휴무 | 일요일 18:30~18:00 휴무 | 금요일 09:30~19:00 , 점심시간 12:30 ~ 13:30 | 목요일 09:30~19:00 , 점심시간 12:30 ~ 13:30 | 수요일 09:30~19:00 , 점심시간 12:30 ~ 13:30 | 화요일 09:30~19:00 , 점심시간 12:30 ~ 13:30 | 월요일 09:30~19:00 , 점심시간 12:30 ~ 13:30 | 토요일 09:30~17:00"
미담동물의료센터,경기,031-575-7975,경기도 남양주시 별내동 826-3 다우프라자 2층,"경기도 남양주시 별내3로 334, 다우프라자 2층 (별내동)",매일 10:00~21:00 연중무휴 / 야간진료 [접수마감:21:00] | 매일 10:00~12:30 오전진료 접수시간 | 매일 13:00~14:00 점심시간
이리온 동물메디컬센터,경기,031-575-9725,경기도 남양주시 진접읍 장현리 240-3,경기도 남양주시 진접읍 해밀예당3로 167,평일 09:30~21:00 진료마감 20:00 | 일요일 10:00~19:00 진료마감 18:00 | 공휴일 10:00~19:00 진료마감 18:00 | 매일 12:30~13:30 점심시간 | 매일 17:30~18:30 저녁시간(일요일제외)
가평축산농협 동물병원,경기,031-582-4111,경기도 가평군 가평읍 대곡리 166-2번지 가평축산농협,"경기도 가평군 가평읍 가화로 55-17, 가평축산농협",
동진동물병원,경기,031-593-9405,"경기도 남양주시 화도읍 마석우리 267-7 나동 17,18호","경기도 남양주시 화도읍 경춘로 1969-9, 나동 17,18호",
화도동물병원,경기,031-594-7562,경기도 남양주시 화도읍 묵현리 390-3번지 2층 201호,"경기도 남양주시 화도읍 먹갓로 3, 2층 201호",평일 10:00~19:00 진료접수마감(오후 6시30분) | 토요일 10:00~19:00 진료접수마감(오후 6시00분) | 일요일 휴무
어강동물병원,경기,031-595-7582,경기도 남양주시 금곡동 432-15,"경기도 남양주시 경춘로 925-1, 1층 (금곡동)","평일 10:00~19:00 | 토요일 10:00~17:00 | 일요일 13:00~17:00 | 공휴일 10:00~17:00 추석, 설날 당일 휴무 | 매일 12:00~13:00 점심시간"
이레외과동물병원,경기,031-605-0190,경기도 성남시 분당구 수내동 20-6 동현프라자 205호,"경기도 성남시 분당구 백현로101번길 11, 동현프라자 205호 (수내동)",평일 09:00~19:00 일요일 휴무
한호동물병원,경기,031-611-5736,경기도 평택시 서정동 908-2,경기도 평택시 송탄로 202 (서정동),
롯데마트 안성점 쿨펫,경기,031-618-7533,경기도 안성시 공도읍 양기리 306 롯데마트 2층,"경기도 안성시 공도읍 서동대로 4478, 2층 (롯데마트)",매일 10:00~20:00 점심시간 12:30~13:30 | 수요일 휴무
김기혁 동물병원 평택동점,경기,031-618-8275,경기도 평택시 평택동 71-14번지,경기도 평택시 평택로 84-1 (평택동),평일 10:00~18:00 미용 : 일월화수목 | 토요일 10:00~15:00 | 일요일 휴무 미용.호텔만 운영
아이동물병원,경기,031-631-0045,경기도 이천시 진리동 42-2번지,경기도 이천시 경충대로2481번길 7 (진리동),매일 00:00~24:00
우리소 동물병원 『산업동물에 대한 출장진료를 전문으로 함』,경기,031-632-3836,경기도 이천시 모가면 진가리 157-1번지,경기도 이천시 모가면 진상미로 1324,
이천동물의료센터,경기,031-632-7510,경기도 이천시 증포동 146-1,경기도 이천시 이섭대천로 1342 (증포동),매일 00:00~24:00 연중무휴
고방동물병원,경기,031-632-7582,경기도 이천시 부발읍 신하리 434-18번지,경기도 이천시 부발읍 경충대로 2260,평일 09:00~21:00 | 토요일 09:00~19:00
유수의과병원,경기,031-632-8853,경기도 이천시 모가면 진가리 110-25번지,경기도 이천시 모가면 대월로63번길 70,
24시스마일동물병원,경기,031-633-7582,경기도 이천시 진리동 27-3 다나빌딩,"경기도 이천시 구만리로 177, 다나빌딩 2, 3층 (진리동)",매일 00:00~24:00 연중무휴
제일,경기,031-633-9883,경기도 이천시 창전동 151-14번지,경기도 이천시 영창로 181 (창전동),
중부  「산업동물에 대한 출장진료를 전문으로 함」,경기,031-634-3030,경기도 이천시 중리동 208-8,경기도 이천시 남천로 63-1 (중리동),
이천축산업협동조합동물병원,경기,031-634-6611,경기도 이천시 중리동 229-6번지,경기도 이천시 남천로 76 (중리동),
이천동물병원,기타,031-635-2371,,경기도 이천시 어재연로 24-0 (중리동),매일 09:00~20:00
PMC,경기,031-635-7620,경기도 이천시 대월면 사동리 30-1번지,경기도 이천시 대월면 대월로 940,
주식회사 선진브릿지랩,경기,031-637-5248,경기도 이천시 부발읍 아미리 766-1,경기도 이천시 부발읍 신아로 58,
비포유동물병원,경기,031-638-8803,경기도 이천시 마장면 표교리 63-4번지,경기도 이천시 마장면 중부대로 645,평일 11:00~19:00
명성동물병원,경기,031-642-7582~3,경기도 이천시 설성면 장천리 649-17번지,경기도 이천시 설성면 설가로 4,
장호원동물병원,경기,031-643-0010,경기도 이천시 장호원읍 진암리 5-5번지,경기도 이천시 장호원읍 장감로 23,
J&C 동물병원,경기,031-643-5545,경기도 이천시 설성면 신필리 244-20,경기도 이천시 설성면 신암로 91,
뉴본동물의료센터,경기,031-647-6679,경기도 평택시 동삭동 0,"경기도 평택시 동삭1로22번길 19-13, 2층 (동삭동)",
쿨펫동물병원,경기,031-651-5975,경기도 평택시 합정동 968-1 롯데마트 3층,"경기도 평택시 평택5로 30, 3층 (합정동, 롯데마트)","매일 10:00~21:00 진료시간 15시~20시,토요일은 14시~20시 | 수요일 휴무 | 공휴일 휴무"
타잔동물병원,경기,031-651-8879,경기도 평택시 비전동 1090-3번지 401호,"경기도 평택시 비전2로 192 (비전동, 메가타워)",일요일 휴무 | 평일 10:00~20:00 | 공휴일 10:00~19:00 | 토요일 10:00~19:00
이형윤동물병원,경기,031-652-8921,경기도 평택시 합정동 507-19,"경기도 평택시 중앙2로 79, 1층 (합정동)",평일 09:30~18:30 점심시간 12:00~13:00 | 토요일 09:30~13:00 | 공휴일 휴무 | 일요일 휴무
다가온동물병원,경기,031-655-7533,경기도 평택시 용이동 467-7 청설빌딩,"경기도 평택시 서동대로 3875, 청설빌딩 2층 201호 (용이동)",평일 10:00~20:00 | 토요일 10:00~17:00 | 일요일 10:00~17:00 | 공휴일 10:00~17:00
아프리카동물병원,경기,031-656-5975,경기도 안성시 공도읍 진사리 22-61번지,경기도 안성시 공도읍 진사길 8,공휴일 09:30~18:00 진료 접수 마감  4시    식사시간 PM 1~2 | 주말 09:30~18:00 진료 접수 마감  4시    식사시간 PM 1~2 | 평일 09:30~21:00 진료 접수 마감  8시    식사시간 PM 1~2
강산동물병원,경기,031-656-6166,경기도 안성시 원곡면 반제리 46-8번지,경기도 안성시 원곡면 덕봉서원로 201,
펫필드동물병원,경기,031-656-8575,경기도 평택시 비전동 831-5,경기도 평택시 평택5로114번길 54 (비전동),금요일 09:30~19:00 점심시간 : 12시30분 ~ 1시 30분 | 목요일 09:30~19:00 점심시간 : 12시30분 ~ 1시 30분 | 수요일 09:30~19:00 점심시간 : 12시30분 ~ 1시 30분 | 화요일 09:30~19:00 점심시간 : 12시30분 ~ 1시 30분 | 월요일 09:30~19:00 점심시간 : 12시30분 ~ 1시 30분 | 토요일 09:30~17:00 점심시간 : 12시30분 ~ 1시 30분
엔케어동물의료센터,경기,031-657-2475,경기도 평택시 죽백동 654-4,경기도 평택시 죽백3로 139 (죽백동),평일 10:00~19:30 점심시간 12:00~13:00 | 토요일 10:00~17:00 점심시간12:00~13:00 | 공휴일 10:00~17:00 점심시간12:00~13:00 | 일요일 휴무
two현동물병원,경기,031-657-4671,경기도 평택시 동삭동 662-4 103호,"경기도 평택시 평남로 1050, 1층 103호 (동삭동)",평일 09:00~19:00 점심시간 : 12:30~13:30 | 토요일 09:00~17:00 | 일요일 휴무 | 공휴일 휴무
아임동물병원,경기,031-663-4987,경기도 평택시 고덕면 여염리 0번지,"경기도 평택시 고덕면 고덕국제3길 122, 1층",평일 10:00~20:00 | 공휴일 10:00~18:00 | 토요일 10:00~18:00 | 일요일 휴무 | 매일 13:00~14:00 점심시간
김대일동물병원,경기,031-665-7585,경기도 평택시 지산동 1080,경기도 평택시 경기대로 1511 (지산동),평일 10:00~19:00 점심시간 12:30~13:30 | 토요일 10:00~15:00 점심시간 12:30~13:30 | 공휴일 휴무
경기동물병원(출장진료 전문),경기,031-666-6501,경기도 평택시 서정동 303-1,경기도 평택시 서정역로58번길 30 (서정동),
블리스 동물의료센터,경기,031-666-7582,경기도 평택시 세교동 0,"경기도 평택시 세교7길 50, JY빌딩 (세교동)",매일 00:00~24:00
마음가득동물병원,경기,031-667-8275,경기도 평택시 이충동 451-7번지,"경기도 평택시 송탄로 147, 태광 1층 (이충동)",평일 09:30~19:30 점심시간 12:30~1:30 | 토요일 10:00~18:00 점심시간 12:30~1:30 | 일요일 휴무
보람동물병원,경기,031-668-9935,경기도 평택시 고덕면 동청리 25-8,경기도 평택시 고덕면 동청1길 35,평일 09:30~19:00 점심시간 12:00~13:00 | 토요일 09:30~15:00 점심시간 12:00~13:00 | 일요일 휴무 국경일 휴무
한국양봉농협 동물병원,경기,031-671-9323,경기도 안성시 미양면 구수리 247,경기도 안성시 미양면 안성맞춤대로 586,평일 09:00~18:00
발라드동물병원 (출장전문동물병원),경기,031-672-7831,경기도 안성시 일죽면 송천리 458,경기도 안성시 일죽면 서동대로 7381-8,
월천동물병원 (출장전문),경기,031-674-4432,경기도 안성시 보개면 양복리 264-1번지,경기도 안성시 보개면 양협길 29-67,
고려동물병원 (출장전문동물병원),경기,031-674-4432,경기도 안성시 보개면 양복리 274-4,경기도 안성시 보개면 양협길 29-67,
마스터동물병원 (출장전문동물병원),경기,031-676-3828,경기도 안성시 가사동 11-6,경기도 안성시 보개원삼로 162 (가사동),
건국 종합 가축병원 (출장전문병원),경기,031-676-7773,경기도 안성시 일죽면 송천리 47-7번지,경기도 안성시 일죽면 송천길 75-0,
쿨펫동물병원,경기,031-677-7975,경기도 안성시 석정동 149-3 이마트 3층,"경기도 안성시 중앙로 246, 3층 (석정동, 이마트)","매일 10:00~21:00 진료시간 15시~20시,토요일은 14시~20시 | 수요일 휴무 | 공휴일 휴무"
쿨펫 동물병원,경기,031-679-0551,"경기도 용인시 기흥구 중동 833번지 쥬네브썬월드 B036,B037호","경기도 용인시 기흥구 동백죽전대로 444 (중동, 쥬네브썬월드빌딩)","매일 10:00~21:00 진료시간 15시~20시,토요일은 14시~20시 | 수요일 휴무 | 공휴일 휴무"
정동물병원,경기,031-681-2406,경기도 평택시 안중읍 안중리 253-9,"경기도 평택시 안중읍 안중로 94, 105동 (평창빌딩)",평일 10:00~18:30 점심시간 12:00-13:00 | 토요일 10:00~16:00 | 일요일 휴무
오암동물병원,경기,031-682-2470,경기도 평택시 안중읍 안중리 245-17,경기도 평택시 안중읍 안중로99번길 13-1,
굿모닝동물병원,경기,031-683-1333,경기도 평택시 현덕면 황산리 62-5 9통,경기도 평택시 현덕면 인광2길 58,매일 10:00~20:00 (토요일도 동일) | 일요일 휴무 평일 공휴일: AM11:00 - PM7:00
평택축협동물병원,경기,031-683-3003,경기도 평택시 안중읍 안중리 194-14,경기도 평택시 안중읍 서해로 1146-20,
안중동물병원,경기,031-683-8764,경기도 평택시 청북읍 옥길리 1158-5 골드라인,"경기도 평택시 청북읍 청북남로 253, 골드라인 106호",평일 09:30~19:30 | 토요일 09:30~15:00 | 공휴일 09:30~15:00 공휴일 단축진료.
청북 햇살동물병원,경기,031-684-8779,경기도 평택시 청북읍 옥길리 1158-8,"경기도 평택시 청북읍 안청로2길 33-2, 105,106호",평일 10:00~20:00 진료접수는 19시 20분까지입니다. | 주말 10:00~18:00 진료접수는 17시 20분까지입니다. | 공휴일 10:00~18:00 진료접수는 17시 20분까지입니다.
송담동물병원,경기,031-686-7975,경기도 평택시 안중읍 현화리 834-2 101호,경기도 평택시 안중읍 안현로서8길 35-4 (101호),평일 09:30~19:00 평일 접수마감은 18시30분 입니다. | 토요일 09:30~16:00 토요일 접수마감은 16:00 | 공휴일 휴무 | 일요일 휴무 | 매일 13:00~14:00 점심시간/오전접수 마감은 12:30분 입니다.
다온동물병원,경기,031-689-5975,경기도 안양시 동안구 평촌동 922-1,"경기도 안양시 동안구 평촌대로 124, 1층 (평촌동, 범계빌딩)",매일 00:00~24:00 연중무휴
한동물병원 (출장진료 전문),경기,031-692-2250,경기도 평택시 오성면 숙성리 185-10,경기도 평택시 오성면 숙성시장길 65 (명성빌라),
