일곡동물병원,광주,571-9114,광주광역시 북구 일곡동 843-5번지,광주광역시 북구 양일로305번길 8 (일곡동),"평일 09:30 - 18:00 점심시간 12시30분 부터 1시30분까지입니다
토요일 09:30 - 16:00 일요일,공휴일 휴무
토요일 09:30 - 13:00 매달 마지막주 토요일은 1시까지 근무합니다",126.8971756,35.20317116,https://map.kakao.com/link/map/17628119
노엘동물병원,경기,2477575,경기도 부천시 범박동 32-6 범박동 근린생활시설,"경기도 부천시 범안로 98, 범박동 근린생활시설 (범박동)","평일 10:00~19:00 18시 진료마감, 12~1시 점심시간 | 토요일 10:00~15:00 12~1시 점심시간 | 일요일 휴무 | 공휴일 휴무",126.8087335,37.47310622,https://map.kakao.com/link/map/24087323
에코동물병원,전북,2517975,전라북도 전주시 덕진구 송천동2가 1311 에코시티 데시앙 4블럭,"전라북도 전주시 덕진구 세병로 41, B104호 (송천동2가, 에코시티 데시앙 4블럭)",평일 09:00~21:00 | 주말 09:00~18:00,127.130423,35.87392078,https://map.kakao.com/link/map/12384571
나음동물병원,경기,3237581,경기도 부천시 중동 1141-1 무광오피스빌딩,"경기도 부천시 길주로 276, 무광오피스빌딩 (중동)",평일 10:00~18:30 점심시간: 13:00~ 14:00 | 토요일 10:00~18:00 | 일요일 휴무,126.7724955,37.50293207,https://map.kakao.com/link/map/18266106
가람동물병원,경기,3431397,경기도 부천시 괴안동 109-5 조양프라자,"경기도 부천시 경인로 494, 조양프라자 (괴안동)",평일 10:00~20:00 점심시간 13:00-14:00 | 공휴일 10:00~17:00 | 토요일 10:00~17:00,126.8095657,37.48303694,https://map.kakao.com/link/map/8733867
올리브동물병원,서울,3917502,서울특별시 종로구 홍지동 126-8번지,서울특별시 종로구 자하문로 305 (홍지동),평일 10:00~19:00 | 공휴일 10:00~18:00 | 토요일 10:00~18:00 | 일요일 휴무,126.9589825,37.59928153,https://map.kakao.com/link/map/8025894
연희동물병원,인천,5614667,인천광역시 서구 심곡동 303-6,"인천광역시 서구 탁옥로74번길 16, 113호 (심곡동)",평일 09:30~18:00 접수시간17:00. 점심시간12:30~13:30 | 토요일 09:30~12:30 접수시간12:00 | 공휴일 09:30~12:30 접수시간12:00 | 화요일 휴무 | 일요일 휴무,126.677445,37.54239149,https://map.kakao.com/link/map/8501332
다산마리동물병원,경기,5657553,"경기도 남양주시 다산동 6053번지 다산진건지구 상업2-7-1,2","경기도 남양주시 다산순환로 350, KB 골든타워 1층 110호 (다산동)","평일 10:00~20:00 7시반까지 진료접수 | 토요일 10:00~18:00 5시반까지 진료접수 | 공휴일 10:00~18:00 명절, 신정, 어린이날 휴무 | 일요일 휴무 | 매일 13:00~14:00 점심시간",127.1553705,37.62574887,https://map.kakao.com/link/map/1384801512
가나동물병원,경기,6650075,경기도 부천시 송내동 393-1,경기도 부천시 경인로 72 (송내동),"평일 10:00~19:00 점심시간 13:00-14:00 | 토요일 10:00~18:00 일요일, 공휴일 휴진",126.7631755,37.48351358,https://map.kakao.com/link/map/102246588
이오동물병원,인천,7107553,인천광역시 서구 검암동 506-1번지 동곡프라자,"인천광역시 서구 승학로 551, 동곡프라자 108호 (검암동)",평일 10:30~20:00 | 공휴일 10:30~18:00 | 토요일 10:30~18:00 | 일요일 10:30~18:00 | 수요일 휴무 | 매일 13:00~14:00 점심시간,126.6807679,37.56662077,https://map.kakao.com/link/map/1757297459
범어동물의료센터,대구,7167585,대구광역시 수성구 수성동3가 10,대구광역시 수성구 달구벌대로 2354 (수성동3가),매일 00:00~24:00 365일 24시간 연중무휴 진료,128.6198952,35.859206,https://map.kakao.com/link/map/2138351900
동현24시동물병원,광주,7687599,경기도 광주시 송정동 64-29번지 1층,"경기도 광주시 경안천로 5 (송정동,1층)",매일 09:00~22:00,127.2608344,37.41417154,https://map.kakao.com/link/map/
두암동물병원,서울,8464597,서울특별시 양천구 목동 507-2 덕수프라자,"서울특별시 양천구 목동중앙북로 73, 덕수프라자 2층 (목동)",평일 10:00~19:00 일요일 휴무 | 토요일 10:00~19:00 일요일 휴무 | 공휴일 10:00~19:00 일요일 휴무,126.871376,37.54687269,https://map.kakao.com/link/map/2008081558
사천수산동물병원,경남,8528681,경상남도 사천시 사천읍 수석리 275-4 수한의원,"경상남도 사천시 사천읍 진삼로 1461, 수한의원",매일 08:30~19:00 월~토 영업 | 일요일 휴무 매주 일요일 휴업,128.0860433,35.08179089,https://map.kakao.com/link/map/16897208
사라 양한방 동물병원,전북,9017582,전라북도 전주시 덕진구 진북동 434-91번지,전라북도 전주시 덕진구 벚꽃로 21 (진북동),월요일 09:00~21:00 | 평일 09:00~19:00 | 토요일 08:30~15:00 | 일요일 휴무,127.1320902,35.82891279,https://map.kakao.com/link/map/78969931
신일산동물병원,경기,9046681,경기도 고양시 일산동구 마두동 759번지 백마프라자,"경기도 고양시 일산동구 강송로 180, 백마프라자 (마두동)",평일 10:00~18:00 | 일요일 휴무 | 공휴일 휴무 | 토요일 10:00~15:00,126.7836837,37.65483725,https://map.kakao.com/link/map/14623917
마리동물병원,경기,9130182,경기도 고양시 일산서구 탄현동 1487 탄현마을2단지,"경기도 고양시 일산서구 현중로 29, 탄현마을2단지 (탄현동)","공휴일 11:00~18:00 | 일요일 휴무 1월1일, 12월 25일, 설날, 추석당일 = 휴무 | 수요일 10:30~19:00 | 토요일 10:30~18:00 | 금요일 10:30~19:30 | 목요일 10:30~19:30 | 화요일 10:30~19:30 | 월요일 10:30~19:30",126.7671581,37.69354035,https://map.kakao.com/link/map/7864506
하노버,경기,9193567,경기도 고양시 일산서구 주엽동 17 문촌마을 복합상가,"경기도 고양시 일산서구 중앙로 1470, 문촌마을 복합상가 (주엽동)",매일 00:00~24:00,126.7574151,37.67243724,https://map.kakao.com/link/map/1893757129
서천가축병원,충남,9530460,충청남도 서천군 서천읍 군사리 179-22번지 서천가축병원,"충청남도 서천군 서천읍 서천로14번길 25, 서천가축병원",토요일 09:00~20:30 일요일 휴무 | 금요일 09:00~20:30 일요일 휴무 | 목요일 09:00~20:30 일요일 휴무 | 수요일 09:00~20:30 일요일 휴무 | 화요일 09:00~20:30 일요일 휴무 | 월요일 09:00~20:30 일요일 휴무,126.6972127,36.07618082,https://map.kakao.com/link/map/11136563
장동호동물병원,충남,9537599,충청남도 서천군 서천읍 사곡리 275-2,충청남도 서천군 서천읍 서천로 159,평일 09:30~18:30 | 토요일 09:00~14:30 | 공휴일 휴무 | 일요일 휴무,126.6870214,36.0821015,https://map.kakao.com/link/map/10732173
디엔씨,경기,9780075,경기도 고양시 덕양구 행신동 950-1 106호,"경기도 고양시 덕양구 중앙로 550, 106호 (행신동, 삼일프라자)",평일 09:00~19:00 점심시간 13:00-14:00 | 토요일 09:00~19:00 점심시간 13:00-14:00 | 일요일 휴무,126.8362269,37.62348693,https://map.kakao.com/link/map/8840600
잠실베스트동물병원 수술재활센터,서울,22037975,서울특별시 송파구 석촌동 2-9번지 금보 2층,"서울특별시 송파구 삼학사로 88, 금보 2층 (석촌동)",평일 10:00~18:30 / 점심시간 (12시~1시) | 토요일 10:00~15:00 / 점심시간 (12시~1시) | 일요일 휴무 | 공휴일 휴무,127.0973971,37.50497833,https://map.kakao.com/link/map/
행복한 우리아이 동물병원,서울,24247552,서울특별시 송파구 삼전동 22-6번지 1층,"서울특별시 송파구 석촌호수로 146, 1층 (삼전동)",토요일 10:00~20:00 | 공휴일 10:00~20:00 | 평일 10:00~20:00 | 일요일 휴무 토요일 / 공휴일 정상진료,127.0931687,37.50689025,https://map.kakao.com/link/map/25766834
마루동물병원,서울,24438898,서울특별시 송파구 거여동 290-3 우토 파크빌딩,"서울특별시 송파구 양산로4길 13, 우토 파크빌딩 (거여동)",평일 10:00~19:00 | 토요일 09:30~16:00 | 공휴일 09:30~16:00 | 일요일 휴무,127.1445862,37.49097459,https://map.kakao.com/link/map/27087548
오늘동물병원,서울,24697975,서울특별시 성동구 성수동1가 656-968번지 영화빌딩 2층,"서울특별시 성동구 왕십리로 104, 영화빌딩 2층 (성수동1가)",평일 10:00~19:30 점심시간 12:00~13:00 | 토요일 10:00~18:30 점심시간 12:00~13:00 | 공휴일 10:00~16:00 점심시간 12:00~13:00 | 일요일 휴무,127.0448688,37.54686574,https://map.kakao.com/link/map/1953249219
Dr.주 동물병원,서울,24700030,서울특별시 강동구 둔촌동 517-4번지,"서울특별시 강동구 양재대로 1376 (둔촌동, 광안빌딩)",평일 10:00~19:00 | 공휴일 휴무,127.1371946,37.52883494,https://map.kakao.com/link/map/24769483
디아나동물병원,서울,25219010,서울특별시 서초구 방배동 925-8번지,"서울특별시 서초구 방배로 119, 1층 (방배동)",평일 10:00~20:00 일요일 휴무 | 토요일 10:00~18:00 점심시간 13:00~14:00,126.9952474,37.48465662,https://map.kakao.com/link/map/11981829
해뜨는 동물병원 해질녘책방,서울,25366469,서울특별시 서초구 잠원동 58-24 뉴타운,"서울특별시 서초구 신반포로 257, 뉴타운 지하1층 (잠원동)",토요일 10:00~20:00 종료 30분 전 접수 마감 | 평일 10:00~20:00 종료 30분 전 접수 마감 | 주말 10:00~17:00 종료 30분 전 접수 마감 | 공휴일 10:00~17:00 종료 30분 전 접수 마감,127.0141465,37.51461676,https://map.kakao.com/link/map/1397312304
송정동물메디컬센터,서울,26610530,서울특별시 강서구 공항동 28-10,서울특별시 강서구 공항대로 39 (공항동),"평일 09:00~20:00 ,진료시간(10:00~19:30) | 토요일 09:00~19:00 ,진료시간(10:00~18:00) | 공휴일 09:00~19:00 ,진료시간(10:00~18:00) | 일요일 휴무",126.8116969,37.56156399,https://map.kakao.com/link/map/27074311
푸른들동물병원,서울,26991222,서울특별시 강서구 염창동 246-11번지,"서울특별시 강서구 양천로 663-1, 1층 (염창동)",평일 10:00~19:00 점심시간 오후 1시 - 오후 2시 | 토요일 10:00~19:00 점심시간 오후 1시 - 오후 2시 | 공휴일 휴무 | 일요일 휴무,126.8708351,37.55216402,https://map.kakao.com/link/map/19104272
더힐링동물병원,경기,27127582,경기도 고양시 덕양구 오금동 663-1,"경기도 고양시 덕양구 오금1로 143, 자이더빌리지 상가 204호 (오금동)",매일 10:00~20:00,126.9081508,37.66011209,https://map.kakao.com/link/map/1931410704
조아동물병원,서울,28071616,서울특별시 금천구 독산동 1102-5번지,"서울특별시 금천구 금하로1라길 35, 1층 (독산동)",평일 10:00~20:00 | 토요일 10:00~17:30 | 일요일 12:00~17:00 | 공휴일 10:00~17:30,126.8903775,37.453795,https://map.kakao.com/link/map/1181225344
도림하나동물병원,서울,28497582,서울특별시 영등포구 도림동 216-2,"서울특별시 영등포구 도영로 31, 1층 (도림동)",평일 10:00~20:00 | 수요일 10:00~15:00 | 토요일 10:00~20:00 | 공휴일 10:00~15:00 | 일요일 휴무,126.8966184,37.5090083,https://map.kakao.com/link/map/1832056895
고척원동물의료센터,서울,28567582,서울특별시 구로구 고척동 76-38번지 원메디타운 201호,"서울특별시 구로구 경인로 403, 원메디타운 2층 201호 (고척동)",매일 00:00~24:00,126.8642179,37.49807154,https://map.kakao.com/link/map/1824946604
온빛동물병원,경기,28988971,경기도 광명시 소하동 1269번지,경기도 광명시 오리로 352 (소하동),평일 10:00~20:00 점심시간 12:30~14:00. 접수마감 19:30 | 토요일 10:00~17:00 점심시간 12:30~14:00. 접수마감 16:30 | 공휴일 10:00~17:00 점심시간 12:30~14:00. 접수마감 16:30 | 수요일 휴무 | 일요일 휴무,126.8796826,37.43397445,https://map.kakao.com/link/map/1225565407
진주동물병원,경남,55759000,경상남도 진주시 충무공동 289-1 다인프라자,"경상남도 진주시 에나로128번길 18, 다인프라자 105호 (충무공동)",매일 09:00~21:00 점심시간 13:00~14:00 | 화요일 휴무,128.1435303,35.17613985,https://map.kakao.com/link/map/713215025
항동푸른숲동물병원,서울,220887578,"서울특별시 구로구 항동 128-14 와이제이프라자 104, 204호","서울특별시 구로구 항동로3길 4, 와이제이프라자 104, 204호 (항동)",매일 00:00~24:00,126.82462,37.48093189,https://map.kakao.com/link/map/1156198075
금호동물병원,서울,222810049,서울특별시 성동구 금호동2가 1217번지 래미안하이리버 상가동 비201호,"서울특별시 성동구 금호로 105, 비201호 (금호동2가, 래미안하이리버 상가동)",매일 09:30~22:00 연중무휴,127.0245414,37.55129246,https://map.kakao.com/link/map/22064617
노아동물병원,서울,226546183,서울특별시 양천구 신정동 294-62번지,서울특별시 양천구 목동동로10길 6 (신정동),평일 09:00~21:00 | 주말 10:00~18:00 매월 첫째주 일요일  정기휴무입니다,126.8706918,37.51844862,https://map.kakao.com/link/map/10192679
마곡M동물의료센터,서울,226627515,서울특별시 강서구 방화동 245-31,"서울특별시 강서구 방화대로33길 3, 1~2층 (방화동)",매일 10:00~19:00 일요일을 제외한 공휴일 휴무,126.8162604,37.56858245,https://map.kakao.com/link/map/357483361
모모동물병원,서울,226627975,서울특별시 강서구 마곡동 798-14번지 205호,"서울특별시 강서구 마곡중앙1로 20, 205호 (마곡동)",평일 10:30~19:00 일요일 휴무 | 토요일 10:30~19:00 일요일 휴무,126.8247201,37.55853345,https://map.kakao.com/link/map/1362879234
정말로동물병원,서울,226918119,서울특별시 양천구 신월동 559-7 2층,"서울특별시 양천구 신월로10길 22, 2층층 (신월동)","매일 10:00~20:00 설 당일, 추석 당일 휴무(연 2회 휴무)",126.840864,37.51530473,https://map.kakao.com/link/map/817109449
24시월드펫동물메디컬센터,서울,226987582,서울특별시 양천구 신월동 602-1,서울특별시 양천구 신월로 208(신월동),매일 00:00~24:00,126.845387,37.52050736,https://map.kakao.com/link/map/1509590395
수동물병원,서울,234094640,서울특별시 성동구 송정동 79-2번지,서울특별시 성동구 광나루로 337 (송정동),매일 00:00~24:00 연중무휴,127.0672,37.54852956,https://map.kakao.com/link/map/10555732
하니동물병원,서울,234220977,서울특별시 중랑구 신내동 648번지 디아뜨갤러리,"서울특별시 중랑구 신내로 225, 디아뜨갤러리 142호 (신내동)","매일 09:00~24:00 연중무휴, 일반진료(오전 9시~오후 8시), 야간응급진료(오후 8시~자정)",127.091292,37.61695743,https://map.kakao.com/link/map/11929317
다솜동물병원,서울,234777677,서울특별시 은평구 응암동 603-52,"서울특별시 은평구 응암로 152, 101호 (응암동)",매일 10:00~22:00 일요일도 진료,126.9157068,37.58564178,https://map.kakao.com/link/map/8197606
드림동물병원,서울,236660204,서울특별시 구로구 고척동 343 고척 월드메르디앙 109동 5호,"서울특별시 구로구 중앙로8길 11, 109동 5호 (고척동, 고척 월드메르디앙)",매일 10:00~19:00 진료 | 매일 13:00~14:00 점심시간 | 매일 10:00~20:30 코로나 기간 중) 병원 용품 매장 운영시간,126.8631473,37.50294519,https://map.kakao.com/link/map/12255315
동대문 루시드 동물메디컬센터,서울,262170202,서울특별시 동대문구 답십리동 259-22,"서울특별시 동대문구 전농로 57-1, 동대문 루시드 동물메디컬센터 (답십리동)","매일 10:00~24:00 일반진료 (회진시간: 오전 9시 - 10시, 점심시간:  오후 1시 - 2시) | 매일 00:00~09:00 응급진료",127.0569198,37.57012681,https://map.kakao.com/link/map/73859253
바우라움동물병원,서울,264546182,서울특별시 성동구 행당동 155-1번지 파크에비뉴 엔터식스,"서울특별시 성동구 왕십리로 241, 4층 (행당동, 서울숲 더샵)",평일 10:00~19:00 점심시간 13:00~14:00 | 토요일 10:00~19:00 점심시간 13:00~14:00 | 일요일 휴무 | 공휴일 휴무,127.0401492,37.55714918,https://map.kakao.com/link/map/1060171239
허브동물병원,서울,267347500,서울특별시 구로구 구로동 650-4 SK허브수 B동 205호,"서울특별시 구로구 구일로10길 27, SK허브수 B동 2층 5호 (구로동)","매일 09:30~19:30 12:00~13:00(점심시간), 13:00~14:00(회진시간) | 월요일 휴무 매주 월요일(휴무)",126.8727226,37.49588111,https://map.kakao.com/link/map/8615952
아이윌24시동물병원,서울,269257021,서울특별시 강남구 청담동 47 노블레스타워,"서울특별시 강남구 삼성로133길 3, 노블레스타워 지하1층 (청담동)",평일 10:00~20:00 접수마감 19:00 | 토요일 10:00~18:00 접수마감 17:00 | 공휴일 10:00~18:00 접수마감 17:00 | 일요일 휴무 | 매일 13:00~13:59 점심시간,127.0491926,37.51965046,https://map.kakao.com/link/map/24172268
24시예담동물의료센터,서울,269527519,서울특별시 은평구 역촌동 7-15 대광빌딩,"서울특별시 은평구 연서로 122, 대광빌딩 1,2층 (역촌동)",평일 10:00~21:00 | 토요일 10:00~19:00 | 공휴일 10:00~19:00 | 일요일 휴무 | 공휴일 13:00~14:00 점심시간 | 주말 13:00~14:00 점심시간 | 평일 13:00~14:00 점심시간,126.9168126,37.60959072,https://map.kakao.com/link/map/
보듬동물병원,서울,269547544,서울특별시 도봉구 쌍문동 256 에벤에셀아파트,"서울특별시 도봉구 해등로 255, 101동 1층 121~123호 (쌍문동, 에벤에셀아파트)","평일 10:00~20:00 토요일 10~7시, 일요일휴무",127.0282384,37.65736809,https://map.kakao.com/link/map/1852076070
라이언펫 수원광교동물병원,경기,312117589,경기도 수원시 영통구 이의동 1319-10,"경기도 수원시 영통구 센트럴파크로127번길 154, 1층 (이의동)",평일 10:00~20:00 점심시간(12:00~13:00) | 토요일 10:00~19:00 점심시간(12:00~13:00) | 공휴일 10:00~19:00 점심시간(12:00~13:00) | 일요일 휴무,127.0558828,37.29404814,https://map.kakao.com/link/map/
광교호수 동물병원,경기,312127515,경기도 용인시 수지구 상현동 1130-2,"경기도 용인시 수지구 광교마을로 91, 102,103호 (상현동)",평일 09:30~21:00 | 토요일 09:30~19:00 | 공휴일 11:00~17:00 | 일요일 11:00~17:00,127.074687,37.29775004,https://map.kakao.com/link/map/348694609
이리온 동물병원(병점점),경기,312267582,경기도 화성시 병점동 399-4 홈플러스 병점점,"경기도 화성시 경기대로 985, 홈플러스 병점점 2층 (병점동)",평일 09:30~19:00 | 공휴일 11:00~17:00 전화 문의 | 토요일 09:30~03:00 전화 문의 | 일요일 휴무,127.0367048,37.2036889,https://map.kakao.com/link/map/26608207
온 동물의료센터,경기,312867582,경기도 용인시 기흥구 마북동 524-1,"경기도 용인시 기흥구 용구대로2394번길 2, 2층 201,202호 (마북동)","매일 10:00~20:00 | 화요일 10:00~13:00 미용 용품 호텔관리 정상영업 | 수요일 휴무 미용, 용품, 호텔관리 정상영업",127.1076799,37.2998043,https://map.kakao.com/link/map/1630482741
닥터페티앙동물병원,경기,313357578,경기도 용인시 처인구 남동 71-48번지,경기도 용인시 처인구 명지로 185 (남동),평일 10:00~18:00 점심시간 13:00~14:00 | 토요일 10:00~18:00 점심시간 13:00~14:00 | 일요일 휴무 | 공휴일 휴무 | 목요일 휴무,127.1958786,37.2264272,https://map.kakao.com/link/map/8114344
톰과 제니 동물메디컬센터,경기,313654542,경기도 안산시 상록구 사동 1639-7 그랑시티자이,"경기도 안산시 상록구 해양4로 31, P동 208.209.210.211.호 (사동, 그랑시티자이)","매일 09:30~20:00 진료마감 19:30 | 목요일 휴무 휴무일 : 구정당일, 추석당일",126.8321562,37.28009356,https://map.kakao.com/link/map/2029060066
뉴엘동물의료센터,경기,313737588,경기도 화성시 청계동 514-4,"경기도 화성시 동탄대로시범길 261, 리더스프라자 1층 102,103,104호 (청계동)",매일 00:00~24:00,127.1022493,37.20173275,https://map.kakao.com/link/map/766882626
스마일 동물병원,경기,313755975,경기도 오산시 수청동 620-5번지,경기도 오산시 내삼미로 83 (수청동),일요일 10:00~19:00 예약진료로 진행됩니다. | 금요일 10:00~19:00 예약진료로 진행됩니다. | 수요일 10:00~19:00 예약진료로 진행됩니다.,127.0659924,37.16964701,https://map.kakao.com/link/map/108255825
우리집동물병원,경기,314210008,경기도 의왕시 내손동 406-3번지 2층,"경기도 의왕시 포일로 11, 내손동 2층 (내손동)","일요일 휴무 신정, 구정연휴, 어린이날, 추석연휴, 성탈절 휴무. 그외 휴무일 있을 수 있습니다. | 평일 09:30~19:30 13:00~14:00 점심시간. 종료 30분전 접수마감합니다. | 공휴일 10:00~17:00 13:00~14:00 점심시간. 종료 30분전 접수마감합니다. | 토요일 10:00~17:00 13:00~14:00 점심시간. 종료 30분전 접수마감합니다.",126.9745615,37.38863777,https://map.kakao.com/link/map/20060171
한별피그크리닉,경기,315569008,경기도 포천시 관인면 탄동리 533-8번지,경기도 포천시 관인면 창동로 1841,평일 10:00~20:00 | 토요일 10:00~20:00 | 일요일 10:00~18:00 예약진료 및 입원환자관리 | 공휴일 10:00~18:00,127.2520262,38.15693491,https://map.kakao.com/link/map/
나래동물의료센터,경기,316137509,경기도 화성시 능동 1093-12,"경기도 화성시 여울로4길 46, 2층 (능동)",매일 10:00~19:30 일요일 휴무,127.0558378,37.21630632,https://map.kakao.com/link/map/1726741237
비전동물병원,경기,316511175,경기도 평택시 비전동 1027-2,"경기도 평택시 비전3로 27, 104, 105호 (비전동)",평일 09:00~21:00 일반진료 | 매일 22:00~09:00 야간응급진료 | 주말 09:00~20:00 일반진료,127.1049156,37.00266368,https://map.kakao.com/link/map/26809522
슬기로운동물병원,경기,316555946,경기도 안성시 공도읍 양기리 298-8,"경기도 안성시 공도읍 서동대로 4486, 1층 1호",평일 10:00~20:30 | 토요일 10:00~19:00 | 공휴일 10:00~19:00 | 일요일 10:00~19:00,127.2005021,37.00884501,https://map.kakao.com/link/map/1007235837
