가평 위드멍 애견동반 단체 수영장 아침고요수목원 펜션,경기,경기도 가평군 상면 행현리 622-10,,펜션,http://아침에눈뜨면.kr/,"2020 전 객실 리뉴얼 OPEN

01. 아침고요수목원 도보3분 거리!
02. 커플부터 가족&단체까지 수용 가능한 다양한 객실
03. 반려견과의 추억, 애견 동반 가능
애견펜스&애견수영장(하절기)&애견타올구비
04. 전 객실 프라이빗한 개별 바베큐 가능
05. 다양한 보드게임 대여 제공
06. 주차시설 보유",https://ldb-phinf.pstatic.net/20200717_131/1594952052067vQBmV_JPEG/Iys3eP2NObZ90eNAE6BjwJ3p.jpg,343264,571555
하루강아지애견펜션,경기,경기도 가평군 상면 행현리 648-5,,펜션,http://harudog.com,"저희 하루강아지펜션은 애견전문펜션 입니다.
실내 내장제로 핀란드산 홍송.외장제로
일본산 삼나무(쓰기목)등
100%인체에 유익한 자재만을 사용하여 건축된 친환경 웰
빙펜션으로 아침고요 수목원
위쪽에 위치하며 수목원까지 800미터거리로서
산책겸 조깅도할수있으며 수목원에서의
맑은공기와 아름다운 정원들도 즐길기실수있습니다
이번에 새로만든 대형수영장 2개와
전객실 천연잔디 개별운동장(개별팬스처리), 천연잔디 대형운동장3개(전체팬스처리)
전객실 개별바베큐장 을갖추고 있으며
모든운동장에 펜스처리가 되여있고 애견전용샤워장
(애견 샤워용품제공)(애견드라이기)및 전 객실(애견하우스)
(애견패드및 귀저기)가 마련 되여 있으니
이제 고객님들은 사랑하는 반려견들 때문에
혹시나 하는 불안과 걱정은 접으시고 마음껏 반려견들과
산책 및 바베큐파티를 즐기실 수 있습니다
또한 저녁이면 펜션전체에 오색불빛들이 멋진밤을
밝히고 있어 멋진 낭만과아름다운 추억을 만들어 드릴것입니다,
가을이면 펜션주위를 병풍처럼 두르고있는 아름드리 잦나무와 은행나무들이 멋진자태를 뽑내고 있어 그것또한 멋진
추억을 선사하리라 자부합니다.
이제 반려견을위한, 그리고 사랑하는 반려견들과 함께
하루강아지 애견펜션에 오셔서 마음껏 반려견들에게 사랑과
추억을 전하세요^^

- 반려견은 최대 5마리까지 입실이 가능하며 5kg미만 10,00
  0원 / 5Kg~10kg 20,000원 / 10kg~20Kg 30,000원 / 대형
  견 50,000원의 추가요금이 발생합니다. (현장결제)
* 대형견*은 입마개 필수입니다.

- 야외수영장은 5월부터~9월말까지 이용이 가능하며 날씨
  에 따라 변동될 수 있습니다.
- 야외수영장 이용시 복장 : 레쉬가드, 수영복, 반팔, 반바지
- 야외수영장 이용시간 : 10:00 ~ 20:00 까지입니다.

- 바베큐이용시 숯+그릴은 기본 20,000원(4인 기준)이며, 1
  인 추가시 5,000원의 추가요금이 발생합니다.
  숯불사용시 미리셋팅해놓은 그릴에 구비해놓은 토치로
  불을 지펴서 원하시는시간대에 사용가능한 시스템입니다
- *(토치사용법)을 모르시면 관리자에게 미리 말씀하시기
  바랍니다.

- 영유아를 포함하여 최대인원을 초과하여 입실은 불가합니
  다. (24개월부터 추가요금 발생 / 현장결제)
  취학아동~성인은 1인/2만원 적용되십니다
  미취학아동은 1만원입니다

- 반려견의 배변처리는 곳곳에 (배변봉투와 배변통)이 마련되
  여 있으니 배변처리는 다른고객님께 피해가 가지않도록 꼭 처리 부탁드리며 침구나 침대메트에 배변문제
  발생시 비용이 청구되오니 주의부탁드리며(반려견배변청소)를 안하시고 퇴실시
  청소비 또한 청구되오니 주의하고 양해 부탁드립다

- 집기 파손시에는 비용이 청구되오니 주의 부탁드립니다

- 픽업안내 :
   (사전예약 및 문의는 필수이며, 미예약시 이용이 불가합
  니다.)",https://ldb-phinf.pstatic.net/20201021_174/1603260226022fsNLJ_JPEG/l-8dWzqRkGQ49trcEu4Fitbh.jpg,343119,572053
위드독애견펜션,경기,경기도 연천군 미산면 아미리 145-41,,펜션,http://withdog.kr,넓은 자연경관이 그대로 살아 숨쉬는 위드독펜션은 고객님의 소중한 사람들과 사랑하는 반려견과의 아름다운 추억을 위해 항상 최고의 편안한 휴식처가 될 것을 약속드립니다. ,https://ldb-phinf.pstatic.net/20211108_79/16363631386103gVat_JPEG/GO_05786.jpg,309123,602290
보니하니애견펜션,경기,경기도 가평군 상면 임초리 160 보니하니애견펜션,,펜션,http://보니하니애견펜션.com,"아메리칸세미뷔페 조식무료,애견실외실내 수영장,전객실 독채,600평운동장,개인정원(15평),포토존,목욕실,워터슬라이드,족욕,바베큐세트,개인테라스",https://ldb-phinf.pstatic.net/20200622_33/1592815033424Kl7fE_JPEG/sdl3B9y1_CFF3T_aWh1gwDSe.jpg,344874,572703
퀸스타운애견펜션,경기,경기도 양평군 단월면 석산리 150-4,0507-1322-5618,펜션,http://queenstown.co.kr/,"[펜션정보]

※※※※코로나로 인해 위생 관리 차원에 각 객실 수건 및 애견 수건 제공하지 않으니 꼭!! 개인 수건
지참하시기 바랍니다※※※※

 체크인 : 15:00, 체크아웃: 11:00

 전객실내에서 절대 금연
 (흡연 가능 구역 : 지정된 바베큐실)

 객실내 양초 및 폭죽 사용 금지

 애견 동반 가능 (소형, 9kg 가능)

[펜션정보상세]

 인원정보 및 애견비용 (현장결제)
  - 기준인원 초과시 성인 1인당 2만원(20,000원) 추가,
    소아(7세이하) 1인당 1만원(10,000원) 추가

  - 애견(9kg미만) 1마리당 1만원(10,000원) 추가
    (객실 최대 애견 2마리까지 가능)
     단 갤리리룸 최대 5마리까지 가능
  - 9kg 이상은 펜션지기와 허용애견수 및 비용 별도 문의
     단 대형견은 불가능
  - 애견용품 : 애견식기,애견패드,애견드라이기,애견전용 빚 구비(단,올리브객실과 아이비객실은 드라이룸 구비안됨)

 취사 정보- 취사 가능
   (단, 직화방식 요리 및 냄새가 심하거나 기름진 음식 등 금지)
  - 실외 실내 ( 개인 버너,에어프라이어,자이글 절대금지)

 즐길거리
  - 펜션 뒷편 1분거리 전용 계곡
    수심 낮은 계곡 및 수심 3m 이상 넓은 계곡
  - 계곡 이용시 펜션 입실 시간 2시 이전 부터 가능
  - 둘레길, 자작나무숲 산책

 시설 이용관련- 숯, 그릴 바베큐시설 이용료
  - 인원별 상이 (예약시 부가서비스란 참고)

[환불정보]
- 펜션 예약 후 취소시에는 환불 수수료가 발생합니다.",https://ldb-phinf.pstatic.net/20190628_287/156170430543341MkW_JPEG/1.jpg,366226,560540
가평 하이몽 애견펜션,경기,경기도 가평군 상면 행현리 805-4,,펜션,http://himongpension.kr/,"하이몽 애견펜션만의 SPECIAL

1. 전 객실 애견동반 가능
2. 애견 전용 사계절 수영장,샤워실,잔디운동장 이용 가능
3. 사계절 내내 이용가능한 실내수영장 이용 가능
4. 개별 테라스 바베큐 이용 가능
5. 키즈놀이터- 트램폴린,키즈수영장,에어바운스 미끄럼틀 이용가능
-트램폴린 수리중으로 잠시 사용중단
6. 펜션 내 카페, 매점 이용 가능
7. 황금 파동석 찜질방 이용 가능",https://ldb-phinf.pstatic.net/20211022_145/1634898513309Uzm99_JPEG/1CZA04g_7e37C0Qc7hUAAgvq.jpg,343496,574913
땡큐도그펜션,경기,경기도 가평군 설악면 회곡리 16,,펜션,http://thankyoudog.co.kr,"3000평 최대규모 가평 애견전문힐링펜션 / 대형견가능 
최대규모 애견운동장 소형, 중형, 대형견 개별애견운동장
실내 애견카페& 실내 애견놀이터 / 애견동반 황토찜질방
야외풀장 2곳  & 야외 애견전용수영장 (대,소) 2곳 
개별 바베큐장 개별테라스 애견안전망 설치
",https://ldb-phinf.pstatic.net/20201214_275/1607935630762yaYbS_JPEG/dP05b0HdHYf3y5-D21A9OjX7.jpg,353381,565151
가평펫밀리애견펜션,경기,경기도 가평군 가평읍 읍내리 87,,펜션,http://petmillieps.com,"[공지사항]
화재 및 사고 예방을 위해 이동식 부탄가스렌지 사용금지
개별 슬리퍼 지참필수
객실 청결 및 소독을 위해 15:00 이전 입실불가 
입실 대기장소: 보조주차장 

[입실/퇴실]
입실 : 15:00
퇴실 : 11:00
22시 이후 체크인시 사전문의 필수

[픽업안내]
조은마트 픽업 가능
50,000원 이상 구매시 픽업가능
픽업시간 : 15:00~18:00

[바베큐]
숯+그릴 : 2인기준 20,000원 / 1인 추가시 5,000원
이용장소 : 객실 바로 앞 개별바베큐 / 우천시 이용 가능
이용시간 : 15:00~23:00
현장결제

[주의사항]
한 객실당 주차 1대 가능 / 추가시 보조주차장 이용
기준인원 초과시 1박기준 1인당 20,000원(현장결제)
입질하는 반려견의 경우 입실 불가

[인원추가]
영유아 기준인원 포함 및 추가요금 발생 / 최대인원 초과 불가
비수기 : 1박기준 1인당 10,000원
성수기(07.15~08.20) : 1박기준 1인당 20,000원
현장결제

[인터넷]
와이파이 없음

[애견입실]
7kg 미만: 10,000원
7kg ~ 12kg 이하: 20,000원
입실 가능 객실: 전 객실
객실당 최대 4마리 입실 가능, 단 7kg 이하 소형견
중형견 7kg 이상일 경우 상담필수, 대형견 및 실외견, 공격성 및 입질 애견 입실불가(퇴실조치)
(소형견7kg미만, 중형견 7kg~12kg)
현장결제

[기타정보]
[수영장]
운영기간: 05월 말 ~ 10월 말
하절기 운영 / 현장상황에 따라 이용 불가할 수 있음
이용시간: 입실 시~20:00
이용복장: 제한 없음

[애견샤워장]
이용요금 : 무료
이용시간 : 입실시~22:00

[불멍]
불멍 1화로 (장작포함) : 30,000원
불멍시 무릎담요 제공
장작 기본 1박스 제공 / 추가시 한박스당 10,000원
이용시간 : 15:00~23:00
현장결제

[커피셀프코너]
투숙객 무료 이용 가능
장소 : 애견운동장 불멍코너 / 강아지 산책숲길 내 견주님쉼터

아래내용을 반드시 확인해 주시기 바랍니다.

*네이버예약 신청 후 예약확정이 불가능 할 시에는 예약이 취소 될 수 있습니다. 예약취소시 네이버알림 또는 sms로 해당내용이 안내되며 결제금액은 전액환불 됩니다.

*예약시 요청사항란은 확인이 어려울 수 있어, 주요 요청사항은 반드시 펜션 연락처로 전달 부탁드립니다.

- 객실가는 예약 상황에따라 변동될 수 있습니다. (요금 변동을 이유로 기예약건 환불 요청시, 취소수수료 규정대로 적용됩니다.)
- 객실 예약현황은 실시간 예약특성상 100% 일치하지 않을 수 있습니다.
- 경우에 따라 중복예약이 발생할 수 있으며, 이 경우 먼저 결제된 예약건에 우선권이 있습니다.
- 결제가 완료된 예약건이라도 예약상황 및 현지사정에 따라 예약이 취소 될 수 있습니다.
- 당일예약 후 당일이용건일 경우 이용이 불가할 수 있으니 업체에 사전확인 부탁드립니다.
- 사전예약취소 없이 사용하지 않은 예약건에 대해서는 환불이 불가합니다.
- 고객 연락처 오기재로 인해 연락이 불가할 경우, 예약이 자동취소 될 수 있습니다.
- 예약변경 시 대표번호로 연락바라며, 업체규정에 따라 변경이 불가하거나 수수료가 발생할 수 있습니다.
- 단순변심, 고객사정으로 인한 취소 시 취소환불수수료가 적용됩니다.
- No-Show 예약건에 대해서는 환불이 불가합니다.
- 최대인원 초과 입실 시 입실 및 환불이 불가합니다.
- 늦은 입실 시 업체에 사전연락 부탁드립니다.
- 보호자를 동반하지 않은 미성년자만 입실 시 입실 및 환불이 불가합니다.
- 반려동물 전용 업체가 아닌 경우 반려동물 동반 시 입실이 제한될 수 있습니다.
- 부대시설 및 객실비품은 업체 상황에 따라 변동될 수 있습니다.
- 업체 이미지는 실제와 상이 할 수 있습니다
- 무통장입금 선택시, 30분내 입금이 확인되지 않을 경우 예약이 취소됩니다.
(입금 대기시간 안내: N예약 규정상 48시간 이내지만, 펜션 예약 특성을 고려하여 30분으로 규정합니다.)

안내사항 미숙지로 인한 손해는 고객님에게 귀속되오니 반드시 확인부탁드립니다.",https://ldb-phinf.pstatic.net/20211008_222/16336541606064zvzv_JPEG/21.10.08_%B0%A1%C6%F2%C6%EA%B9%D0%B8%AE_%B8%DE%C0%CE%C0%CC%B9%CC%C1%F6%BA%AF%B0%E6.jpg,357212,583235
엘리스산장애견펜션,경기,경기도 가평군 설악면 가일리 21,,펜션,http://www.eliscabin.com,"엘리스 산장 애견 전용 민박 펜션, 글램핑이예요~ 
다양한 방이 있으니 홈페이지로 구경오세요~
모든 침구류 매번 세탁, 방 소독 철저.
계란 무료제공 24시간 오픈된 매점 운영을 합니다.
맘껏 뛰고 놀 애견 운동장도 있어요~
또 각 방마다 즐길 캠핑 감성의 야외 독립 바베큐장도 있답니다.",https://ldb-phinf.pstatic.net/20210811_276/1628660274843dOMvt_JPEG/3wqm38YeVLiT11VzBA-tLAZz.jpeg.jpg,357021,554594
리몽애견펜션,경기,경기도 안산시 단원구 대부동동 267-1,,펜션,https://www.instagram.com/re_mong,"펜션이용및 유의사항

리몽애견펜션 수영장오픈!!!

-애견 10kg 미만 소형견만!!!!!! 입장가능
(다른강아지를 물거나 입질을 하는경우에는 입장이 불가합니다
사람에게나 반려견에게 공격성을 보이거나 공격하는 경우 퇴실조치가 취해질수있습니다)

-중형견도가능하나 두채를 다빌리실경우만 가능합니다
(중형견은 2마리무료입실이아니고..별도에요금이 부과됩니다)

-펜션내에서는 금연입니다 (흡연구역이따로만들어져있어요)
 펜션내에서는 폭죽이 불가능합니다
- 어기실경우 퇴실조치가 이루어 질수있습니다

-펜션내에서 개인취사도구는 사용금지!

-펜션실내에서 고기나 생선,청국장,김치찜등.. 냄새와 연기가 심한음식은 조리를 하실수 없습니다
(다음고객을 위해서 이해해주세요)

-잔디파손, 집기류파손, 펜션내 물건이 망가지거나 부셔질경우
변상하셔야 합니다

-펜션에서 미용또는 염색을 하실수 없습니다
(견주분&강아지포함)

-반려동물에 배설물은 직접처리해주세요
(울타리망에 응가봉지가 아주많이 준비되어있어요)

-미성년자는 보호자동반없이 이용하실수 없습니다

-좋은 추억을 위해 서로 에티켓을 지켜주세요
(저도 좋은추억이 되실수 있게 노력할께요^^)",https://ldb-phinf.pstatic.net/20200418_47/1587208769557wz13w_JPEG/image.jpg,277438,516758
