체크인독,서울,서울특별시 금천구 독산동 495-5 4층 체크인독,0507-1379-9630,반려동물호텔,https://www.youtube.com/channel/UC07_02OnMF0Mf15KrCh-Nqg,"안녕하세요:)
체크인독은 22년 8월 부터 '금천구 독산동' 에서 운영하고 있습니다.

- 호텔링의 경우 최소 7일 전 예약이 가능 합니다.
- 이용 전 상담 / 테스트가 필수 입니다.
- 당일 이용 불가능 하며 100% 예약제로 운영되고 있습니다.
- 주말 / 공휴일에는 상담 및 예약이 불가능 합니다.

※ 120평대 실내운동장 (3개의 독립적인 운동장)
※ 성향별 반 배정 시스템 (소심반 / 활동반 / 활동반+)
※ 100% 예약제 서비스 진행
※ 10kg미만 소형견 전용 공간
※ 호텔링 직원 24시간 상주
※ 슬개골방지 운동장 애견매트 시공
※ 사각지대 없는 CCTV (25대) 실시간 녹화",https://ldb-phinf.pstatic.net/20220502_120/1651490152257Vl0Jq_PNG/%C1%A6%B8%F1-%BE%F8%C0%BDff-1.png,302298,540443
멍지트,서울,서울특별시 관악구 신림동 1426-7 1층 멍지트,0507-1491-2207,반려동물호텔,https://www.instagram.com/wlgml9855/p/CYD4k9dhiIP/?utm_medium=copy_link,"애견수제간식뷔페
국내산재료로만든건강한수제간식뷔페원하는종류와 양을선택하여 구매할수있습니다",https://ldb-phinf.pstatic.net/20220707_100/1657178549013Cmj0Y_JPEG/IMG_20220630_031104_558.jpg,305590,543294
냥글냥글고양이호텔,서울,서울특별시 강남구 신사동 553-25 4층,0507-1330-2646,반려동물호텔,https://www.instagram.com/meowhotel_gangnam,고양이만을 위한 고양이전문 호텔입니다,https://ldb-phinf.pstatic.net/20220704_260/1656945886056SzD2g_JPEG/A9C8A166-71D8-4EB3-9ED5-3EB9D83E34D4.jpeg,314089,547133
THE발라당고양이호텔,서울,서울특별시 송파구 삼전동 44-8,,반려동물호텔,http://cafe.naver.com/thebalradang,"11묘 베테랑 집사가 직접 운영하는 깨끗한 고양이호텔♥
고양이들이 즐거운 고양이 호텔♥
믿고 맡길 수 있는 안전한 고양이 호텔♥

사랑하는 고양이 친구들에게 즐거운 호캉스를 선물하세요:)",https://ldb-phinf.pstatic.net/20190307_137/1551932657460ETyeF_JPEG/%C4%B8%C3%B3.JPG,319637,544835
빈스앤멍,서울,서울특별시 강서구 화곡동 338-20 2층 빈스앤멍,,반려동물호텔,http://instagram.com/beans_and_mung,"안녕하세요
상주견 다온이 로다와 함께하는 빈스앤멍
유치원 / 호텔 / 미용실 입니다

저희 빈스앤멍은 10kg 이하
소형견 친구들만 이용가능합니다
(매장 특성상 10키로 이하이더라도 특정 견종 친구들은 이용이 불가하니 양해 부탁드리고 미리 문의해주시면 감사하겠습니다.)

유치원 / 호텔 / 미용은
기본 5차 접종과 1년이내 접종 내역이
확인 된 친구들만 이용이 가능하오니
신규 보호자님께서는 첫 방문시
접종내역서 필수로 지참 부탁드립니다

입질, 공격성, 심한 짖음이 있을 경우
유치원 이용과 미용이
중단 될 수 있는 점 양해부탁드립니다

아이들의 공격성으로 벌어지는
모든 상황들은 보호자님의 책임이 따르오니
미리 말씀 부탁드립니다

저희 유치원은 주차가 불가합니다

미용은 100% 예약제로 운영됩니다
예약시 아이들 이름을 꼭 작성 부탁드립니다

미용예약시 미용선생님께서
상담전화를 드린후 예약을
확정드리고 있는점 양해부탁드립니다

미용 휴무일은 매주 토요일&일요일 입니다

방문 상담시 아이들이 흥분해
상담이 다소 어려울수있으니
전화상담 부탁드립니다

전화상담 010 - 4358 - 1628",https://ldb-phinf.pstatic.net/20211014_104/1634186483717LAybD_JPEG/IvG2r-YxDWyVINkI1VhUz0gS.jpg,298282,548608
멍돌하우스,서울,서울특별시 송파구 문정동 41-12 1층,0507-1315-3899,반려동물호텔,http://mungdolhouse.modoo.at,"안녕하세요 송파 잠실 대표 유치원 멍돌하우스 입니다 :) 

실내운동장
실내매트설치 온돌바닥 설치로 여름은 시원하고 겨울에는 따뜻하게 이용 가능합니다 :) 

야외운동장
1층으로 연결되어있어 따로 운동장이용시간이 정해져 있지 않고 자유롭게 이용이 가능합니다 :)

호텔 
풀어놓고 재우는 시스템입니다. (요청시 분리도가능:)
단독주택건물로 2층에는 선생님들이 거주하고 있습니다 :)

픽업 
송파 위례 세곡 잠실까지 픽업운행중입니다 :)

특별활동
수영수업 ./ 생일파티 / 입학식 / 소풍 / 노즈워크 
다양한 활동이 가능합니다 :) 

미용 
다양한 스타일링이 가능하고 
스타일보다 더 중요한 
즐겁고 편안한 미용을 추구합니다:)


카카오톡아이디
 mungdolhouse",https://ldb-phinf.pstatic.net/20210428_90/1619581792051vAGL8_JPEG/lVYF3AyaPEz3soI7XlHRiv5v.jpg,322743,543304
뽀도독,서울,서울특별시 강서구 등촌동 514-9 2층 뽀도독,0507-1461-6012,반려동물호텔,,"<옥상 반려견 잔디 놀이터가 있는 강아지 목욕방입니다>
<셀프 목욕과 위탁 목욕 부분미용>
<데이케어 및 애견호텔 가능합니다 >
<사용하는 제품은 하이포닉 전견용 샴푸입니다>

*오픈형 애견호텔입니다 평소 아이들이 지내는 곳
잠자는 곳 울타리,케이지 안이 아닌
매장 전체 풀어두고 지내게 합니다
예민한 아이 혹은 견주님이 원하실 경우
케이지 및 울타리 안에 있게 합니다

*호텔링 이용하는 강아지는
반려견놀이터에서 하루 1회 산책합니다

*샴푸 및 수건 빗등 목욕에 필요한 일체 준비물 없이
반려견만 데려오시면 목욕 가능합니다(대형견 가능)

*강아지 케어로 인해 가게 전화 부재 시
핸드폰으로 문의 바랍니다

--------------------------------------------------------------------------------
[호텔 이용에 제한되는 강아지]
※지병이 있는 강아지(당뇨,장염등)
5차 접종 미만 강아지,중대형견,초고령견
생리 중인 여아,짖음이 심한 강아지
사람,강아지 에게 공격성이 있는 강아지

※영업시간 외 입실 퇴실 경우
종일권 외 데이케어 요금 추가 부과됩니다
30분당 5.000원 (예약금 및 선금)

※마킹을 하는 아이 같은 경우는
매너 벨트(기저귀) 필수 착용해야 합니다

※고양이는 셀프 목욕만 가능합니다

※주차시설 없음 (도보 10분 내 공영주차장이 있습니다)
--------------------------------------------------------------------------------",https://ldb-phinf.pstatic.net/20201207_4/1607328237564JOR7e_JPEG/KMJyOjz4bF_6y0T3ZZSKjKmm.jpg,299558,549881
개님살롱,서울,서울특별시 용산구 원효로1가 41,,반려동물호텔,http://www.gaenimsalon.com,"개님살롱은 반려견을 위한 미용살롱, 호텔, 유치원, 사료/간식/용품판매를 아우르는 프리미엄 복합공간입니다.
고객님의 뜨거운 성원에 힘입어 개님살롱 레이크사이드 (잠실 석촌호수 CJ나인파크 B동 204호)를 신규 오픈하였습니다. 
당신의 소중한 반려견을 위한 프리미엄 서비스를 이제 송파/강남권에서도 경험해보세요. 
- 개님살롱 센트럴: 02-704-9887 (용산)
- 개님살롱 레이크사이드: 02-417-9887 (잠실/송파)

1) 미용살롱@개님살롱:
""아직도 꽉 막힌 좁은 공간에 우리 아이를 맡기시나요? 개님살롱에서는 아이가 이뻐지는 과정을 볼 수 있습니다""
다수의 애견미용 콘테스트 수상실적을 자랑하는 KKF 공인 1급 스타일리스트팀이 100% 오픈 스페이스에서 반려견의 아름다움을 책임지고 있습니다. 

예약제로 운영되며 내방 혹은 아래 연락처로 문의주시면 자세한 상담이 가능합니다.
- 개님살롱 용산센트럴: 02-704-9887
- 개님살롱 레이크사이드: 02-417-9887 

2) 호텔@개님살롱: 
""약품 냄새 가득한 케이지, 좁디 좁은 유리방에 더이상 우리 반려견을 가두지 마세요"" 
- 반려견이 건강하고 안정적인 휴식을 할 수 있도록 최상급 친환경 페인트(벤자민무어)와 신생아실에서 사용하는 아리스탈 마감재, 그리고 자연광에 가까운 LED 간접조명이 어우러진 넓은 호텔룸을 제공합니다. 

예약제로 운영되며 내방 혹은 아래 연락처로 문의주시면 자세한 상담이 가능합니다.
- 개님살롱 용산센트럴: 02-704-9887
- 개님살롱 레이크사이드: 02-417-9887 

3) 유치원@개님살롱:
""혼자 남겨지거나 문제행동을 보이는 반려견이 걱정되신다면, 개님살롱이 정답입니다""
개님살롱은 견종의 크기, 연령, 성향에 따른 맞춤형 유치원 프로그램을 디자인하여 1급 훈련사가 1:1 맞춤형 교육과 안전을 책임지고 있으며 보호자분들의 출퇴근 시간을 고려하여 아침 8시부터 운영하고 있습니다.  

예약제로 운영되며 내방 혹은 아래 연락처로 문의주시면 자세한 상담이 가능합니다.
- 개님살롱 용산센트럴: 02-704-9887
- 개님살롱 레이크사이드: 02-417-9887 

4) 편집샵@개님살롱: 
건강하고 맛있는 먹거리와 안전한 놀이용품, 그리고 실용성과 아름다움을 겸비한 의류/생활용품을 엄선하여 제공하고 있습니다.
동결건조사료의 최고급 제품으로 꼽히는 'RAWZ', 'WOOF', 'NOURISH'와 네추럴오가닉사료의 최고급 제품으로 꼽히는 'Mc ADAMS', 'WELLNESS', 'NOW', 'NATURAL BALANCE', 'ZIWI PEAK', 'AATU' 그리고 애견 아웃도어 명품 브랜드 ""HURTTA""의 용산/송파 지역 공식 판매점으로 선정되는 등 프리미엄 편집숍으로써 자리매김하고 있으며 이외에도 다양한 간식과 용품을 구비하고 있습니다.",https://ldb-phinf.pstatic.net/20180426_150/1524673983167FV4JW_JPEG/a3IIXFRGSap0BSSomvFREVE2.jpg,309229,549208
고양이 호텔 냥이 아지트,서울,서울특별시 관악구 봉천동 967-17 5층 냥이 아지트,,반려동물호텔,http://cafe.naver.com/catazit,새상 모든 고양이들의 새로운 아지트. 고양이 전문 호텔. 남향. 대형창문. IP카메라. 1가족 1실. 넓은거실. 관악구 소재 고양이 호텔.,https://ldb-phinf.pstatic.net/20151207_119/1449492773301QBHHt_JPEG/167157618271328_0.jpeg,305976,543279
도그원 애견호텔&유치원,서울,서울특별시 은평구 갈현동 431-5 정운빌딩,,반려동물호텔,https://blog.naver.com/cafedog1,#NAME?,https://ldb-phinf.pstatic.net/20190711_129/1562835478616BrixC_JPEG/10.jpg,304655,558040
